Id,SalePrice
1461,49620.0
1462,60636.438
1463,70303.24
1464,84803.93
1465,67504.67
1466,74124.97
1467,51181.12
1468,71505.31
1469,57068.18
1470,59023.43
1471,87163.95
1472,51664.996
1473,46918.707
1474,83458.445
1475,52312.332
1476,91679.44
1477,60764.68
1478,94455.14
1479,94593.92
1480,92038.87
1481,82729.49
1482,86128.94
1483,60545.094
1484,59470.145
1485,86310.58
1486,84490.2
1487,88844.31
1488,87236.3
1489,60764.68
1490,90755.89
1491,58284.867
1492,38642.633
1493,79343.45
1494,85220.695
1495,95125.39
1496,89171.31
1497,59458.96
1498,57886.1
1499,58228.23
1500,58930.73
1501,53586.46
1502,58930.73
1503,94788.73
1504,85509.984
1505,87009.13
1506,62748.367
1507,76527.46
1508,78029.33
1509,56624.477
1510,61182.582
1511,62099.1
1512,70044.79
1513,51939.22
1514,51495.684
1515,60118.168
1516,69968.625
1517,76325.05
1518,53182.29
1519,58502.344
1520,59021.51
1521,59434.48
1522,75001.71
1523,51143.96
1524,50842.49
1525,47400.78
1526,51867.906
1527,51774.555
1528,46272.547
1529,66241.63
1530,88518.23
1531,73719.76
1532,70582.16
1533,58636.188
1534,54036.617
1535,80372.836
1536,49811.65
1537,57301.773
1538,40261.312
1539,55748.82
1540,36811.8
1541,53097.105
1542,45914.336
1543,60710.586
1544,41236.1
1545,47704.758
1546,70381.28
1547,87775.84
1548,51023.97
1549,56839.406
1550,67628.98
1551,77694.625
1552,73253.95
1553,60581.54
1554,46639.637
1555,76309.08
1556,38191.555
1557,39559.85
1558,37011.16
1559,38626.43
1560,68155.0
1561,39618.477
1562,57951.914
1563,53589.676
1564,77196.016
1565,66312.97
1566,74136.44
1567,39621.84
1568,92944.984
1569,83258.086
1570,81814.43
1571,70684.97
1572,57810.133
1573,85908.17
1574,54830.992
1575,91986.836
1576,81570.805
1577,60290.664
1578,52955.29
1579,39194.633
1580,75004.59
1581,45269.95
1582,46947.605
1583,87009.13
1584,85294.19
1585,59583.055
1586,39969.93
1587,48950.44
1588,57669.24
1589,38913.81
1590,72989.125
1591,51206.77
1592,46524.28
1593,76805.08
1594,53725.02
1595,77737.77
1596,73652.81
1597,51136.945
1598,60255.926
1599,93621.41
1600,83649.875
1601,53238.906
1602,44398.11
1603,61361.676
1604,89577.77
1605,76376.83
1606,80606.67
1607,51270.734
1608,87510.71
1609,60764.68
1610,50011.32
1611,75767.83
1612,62801.98
1613,68065.87
1614,64539.23
1615,54779.613
1616,54324.855
1617,52024.72
1618,49995.324
1619,53393.27
1620,51875.707
1621,42280.098
1622,57491.727
1623,72841.34
1624,80677.5
1625,53585.99
1626,85970.875
1627,74900.484
1628,82806.2
1629,74006.56
1630,89263.24
1631,52195.836
1632,62156.562
1633,73291.625
