Id,SalePrice
1461,45289.586
1462,56768.75
1463,61555.254
1464,74838.29
1465,62026.715
1466,64865.105
1467,48217.094
1468,63325.977
1469,52843.465
1470,52996.785
1471,77176.914
1472,47478.773
1473,43597.176
1474,74153.875
1475,49697.574
1476,79548.82
1477,56263.28
1478,80531.7
1479,80725.93
1480,79180.78
1481,73223.414
1482,77070.65
1483,56137.49
1484,56024.46
1485,76113.78
1486,75407.27
1487,77894.31
1488,76863.33
1489,56263.28
1490,78578.04
1491,54587.77
1492,37732.26
1493,70601.125
1494,75519.89
1495,82890.07
1496,79532.02
1497,55425.22
1498,54349.508
1499,54262.445
1500,54837.754
1501,51340.742
1502,54837.754
1503,84315.97
1504,75001.03
1505,76519.91
1506,56690.99
1507,69015.945
1508,68759.586
1509,52403.562
1510,55954.027
1511,55707.664
1512,64298.656
1513,48560.492
1514,47058.617
1515,54837.625
1516,63528.72
1517,66843.64
1518,48847.273
1519,54364.086
1520,53498.56
1521,53064.59
1522,65616.44
1523,47718.188
1524,46259.285
1525,44477.875
1526,48428.88
1527,47884.617
1528,43470.887
1529,59385.797
1530,75107.94
1531,65017.918
1532,62155.406
1533,54605.926
1534,49577.125
1535,75092.33
1536,46386.156
1537,53716.004
1538,42093.21
1539,55801.6
1540,34449.492
1541,49910.387
1542,44578.28
1543,57328.36
1544,40981.65
1545,45023.79
1546,64169.246
1547,77617.33
1548,47627.484
1549,53926.277
1550,61523.21
1551,69436.78
1552,64492.992
1553,56227.39
1554,45115.6
1555,67559.22
1556,39176.844
1557,37822.22
1558,37107.05
1559,37334.805
1560,63085.71
1561,38752.57
1562,54215.82
1563,48461.27
1564,67381.41
1565,61377.81
1566,65296.535
1567,38493.766
1568,81812.3
1569,72886.97
1570,73278.14
1571,65700.27
1572,53015.08
1573,74728.1
1574,49587.055
1575,81133.31
1576,73350.34
1577,55585.645
1578,50112.656
1579,39854.09
1580,64639.83
1581,43845.684
1582,43569.773
1583,76519.91
1584,75606.516
1585,55379.74
1586,40320.64
1587,46463.67
1588,51915.09
1589,37097.195
1590,63827.504
1591,46934.25
1592,42184.312
1593,66724.695
1594,51935.824
1595,71227.03
1596,65723.77
1597,48285.695
1598,55604.656
1599,82937.85
1600,76066.234
1601,48058.29
1602,40936.363
1603,54262.215
1604,78630.13
1605,68644.39
1606,72524.77
1607,47426.14
1608,76526.15
1609,56263.28
1610,45489.406
1611,65312.086
1612,57463.49
1613,60341.5
1614,57022.99
1615,50796.73
1616,49981.848
1617,47679.973
1618,46626.76
1619,50734.957
1620,47548.1
1621,39930.094
1622,53222.305
1623,66817.17
1624,72662.39
1625,50986.41
1626,75405.14
1627,64504.848
1628,73223.414
1629,64812.754
1630,79532.02
1631,48343.84
1632,57823.848
1633,63601.42
1634,62936.42
1635,75000.71
1636,72573.97
1637,64145.004
1638,79428.97
1639,69151.45
1640,78710.26
1641,68930.83
1642,75135.61
1643,75606.516
1644,74232.48
1645,67284.28
1646,77622.61
1647,59754.414
1648,55886.98
1649,48497.73
1650,40374.375
1651,42502.156
1652,46742.094
1653,47417.945
1654,66202.6
1655,71265.086
1656,64722.434
1657,63312.53
1658,66948.625
1659,48337.316
1660,77767.766
1661,78726.3
1662,78915.59
1663,79516.49
1664,79180.78
1665,81593.03
1666,77942.07
1667,77541.36
1668,79768.36
1669,80519.555
1670,80531.7
1671,76523.17
1672,78821.5
1673,75407.27
1674,75958.766
1675,76989.45
1676,76830.555
1677,77827.44
1678,79180.78
1679,79180.78
1680,81813.805
1681,82581.7
1682,78130.266
1683,78525.3
1684,76098.64
1685,74511.95
1686,76655.4
1687,76389.734
1688,75407.27
1689,73179.07
1690,74661.54
1691,74832.44
1692,77435.27
1693,54365.383
1694,64326.527
1695,66281.34
1696,74509.805
1697,66440.914
1698,74256.99
1699,76306.3
1700,76787.05
1701,76611.95
1702,55976.14
1703,77122.95
1704,75517.74
1705,78203.45
1706,76737.35
1707,57920.812
1708,56263.28
1709,76392.31
1710,76519.91
1711,78598.336
1712,77122.95
1713,77806.58
1714,54996.01
1715,54374.594
1716,56263.28
1717,55788.72
1718,57088.633
1719,54080.293
1720,53804.035
1721,51578.996
1722,57088.633
1723,51125.344
1724,56263.28
1725,75001.03
1726,57258.844
1727,61905.938
1728,54705.55
1729,47987.59
1730,68330.195
1731,44438.438
1732,48732.605
1733,47398.535
1734,44910.453
1735,63056.96
1736,46017.156
1737,78690.42
1738,67415.54
1739,78019.12
1740,78131.266
1741,77652.836
1742,51340.742
1743,51340.742
1744,81558.11
1745,58520.133
1746,66974.68
1747,85138.195
1748,87541.13
1749,75957.3
1750,43563.996
1751,78854.51
1752,51895.4
1753,48082.258
1754,75854.46
1755,64112.508
1756,44040.31
1757,49462.535
1758,66703.23
1759,61207.117
1760,88667.41
1761,63235.8
1762,69748.91
1763,67559.75
1764,56728.08
